sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
TC0001_PlannerA:/login.html,60,1281,2,21100,4059.40753668425,0.03333333333333333,0.2562525625256252,0.3690554076764726,1474.7666666666667
TC0002_PlannerB:/login.html,60,992,3,21069,2942.2237064657215,0.016666666666666666,0.25756600128783,0.3704733110646062,1472.8833333333334
TC0003_PlannerC:/login.html,60,1750,2,21054,4641.396874834367,0.05,0.2611091044392899,0.3765300381545679,1476.65
TC0004_UpdatePlanDetails:/login.html,60,409,3,2916,452.0296557995086,0.0,0.4060034374957708,0.583233453668241,1471.0
TC0008_AddNewGoals:/login.html,60,1699,3,6215,2436.231430520417,0.0,1.303724305766807,1.872830521272435,1471.0
TC0001_PlannerA:/login.do,30,12157,741,32568,9996.762700494595,0.1,0.7846419417272584,13.5550726692865,17690.1
TC0005_AddNewEvents:/login.html,60,368,3,1388,383.92755248295947,0.0,1.3591881116346503,1.9525055783345415,1471.0
TC0009_UpdateSameTask:/login.html,60,3677,3,21045,5822.755420092984,0.06666666666666667,0.27369515833264907,0.39518302223317003,1478.5333333333333
TC0010_AddFlow:/login.html,90,3245,2,21128,7014.102834149546,0.12222222222222222,0.41275694119589446,0.5985020434334957,1484.8111111111111
TC0011_UpdatePhase:/login.html,60,9512,2,21087,10437.569448591308,0.45,0.2742506102076077,0.40758622182074983,1521.85
TC0012_UpdateAgent:/login.html,60,2828,3,21040,5702.895489622404,0.05,0.31800715516099115,0.4585793610043726,1476.65
TC0005_AddNewEvents:/login.do,30,15603,379,30246,8947.718549750856,0.1,0.9773260359655981,16.101478256531795,16870.433333333334
TC0016_UpdateRoles:/login.html,60,7353,2,21129,9509.630372534057,0.31666666666666665,0.2896284067541344,0.4261789610908371,1506.7833333333333
TC0006_AddNewOrg:/login.html,60,577,5,1367,535.32980774057,0.0,0.34654037195333254,0.49781336635092993,1471.0
TC0002_PlannerB:/login.do,30,12253,860,32562,9269.51936000759,0.03333333333333333,0.6972204146137398,11.964388559484522,17571.966666666667
TC0009_UpdateSameTask:/login.do,30,21209,805,38311,7318.926413074532,0.03333333333333333,0.6745817593092283,14.860056784324968,22557.233333333334
TC0007_UpdatePlanSegment:/login.html,60,641,2,1408,600.4550522080918,0.0,0.27003794033061645,0.38791583029915705,1471.0
TC0005_AddNewEvents:/,60,593,5,13640,1892.6987594878024,0.0,1.391659321798024,1.8535071989377,1363.8333333333333
TC0005_AddNewEvents:/home,30,1694,13,16228,3856.8054600493747,0.0,0.7240954840578311,1.5954142882141393,2256.2
TC0010_AddFlow:/login.do,30,14853,1066,26916,8441.396620162384,0.06666666666666667,0.675812664729337,10.534801888333222,15962.466666666667
TC0014_UpdateTransmissionMedia:/login.html,60,6099,3,21121,9215.56396622342,0.26666666666666666,0.2782002299788568,0.4078277720334582,1501.1333333333334
TC0015_UpdateOrg:/login.html,60,4937,2,21085,8485.682877647503,0.21666666666666667,0.2727024815925825,0.39826368767612036,1495.4833333333333
TC0009_UpdateSameTask:/;jsessionid=1565r9oy88ew89gf57ypx1c4,30,3862,2,19278,5590.525013707468,0.0,0.638325035107877,5.301837977147964,8505.2
TC0007_UpdatePlanSegment:/login.do,30,7754,264,14213,3983.2898939054,0.0,2.0891364902506964,42.56982829909471,20865.8
TC0010_AddFlow:/;jsessionid=n2q7y7rm3mcn1ij525zgqo2at,30,2772,3,20187,4932.459636147287,0.0,0.6221097816394666,2.892405465234432,4760.933333333333
TC0007_UpdatePlanSegment:/;jsessionid=1xt36437vclwczwcyw7iqm4eq,30,6222,3,23907,7151.688545293964,0.0,0.9808409076047865,6.686033591757667,6980.233333333334
TC0010_AddFlow:/home,30,1505,6,8688,2541.1982363968905,0.0,0.5656855165651575,2.981449934474761,5397.0
TC0002_PlannerB:/,60,1599,2,20624,4436.750302836776,0.0,0.2593876721685674,0.6725925716774601,2655.233333333333
TC0009_UpdateSameTask:/home,30,2242,7,7241,2433.2019985105135,0.0,0.5778231475952926,4.792076208854177,8492.366666666667
TC0016_UpdateRoles:/login.do,30,18537,960,26589,6346.604024638338,0.03333333333333333,0.6371726525497526,12.997865803474715,20888.866666666665
TC0013_UpdatePhase:/login.html,90,3884,2,21139,7210.450490104408,0.1111111111111111,0.5837787348866172,0.845769712261948,1483.5555555555557
TC0008_AddNewGoals:/login.do,30,14743,1210,38964,10581.77179850121,0.0,0.6633499170812603,14.037322070204532,21669.133333333335
TC0006_AddNewOrg:/login.do,30,10461,970,19857,5764.230662359801,0.0,1.4906832298136647,27.92289402173913,19181.166666666668
TC0012_UpdateAgent:/login.do,30,17126,859,33185,10588.496276410337,0.0,0.6667555674089879,13.586316717228964,20865.8
TC0003_PlannerC:/login.do,30,15284,865,32125,8858.230642553099,0.03333333333333333,0.6803801056857097,12.801201083505317,19266.333333333332
TC0007_UpdatePlanSegment:/home,30,1600,6,16241,3804.812933932787,0.0,0.7265153900176786,1.3751053825708959,1938.1666666666667
TC0001_PlannerA:/;jsessionid=lh1vm01a5fzp13wv1peqjmq0f,30,3202,11,22068,5627.381382431205,0.0,0.7757149506128148,2.8397176963205255,3748.633333333333
TC0008_AddNewGoals:/;jsessionid=v4qj4t58e12cxtomr3byrdrp,30,5081,2,25897,9207.491695111952,0.0,0.6912920247943407,3.5601089216996566,5273.533333333334
TC0012_UpdateAgent:/;jsessionid=itcq1im3tufzyl1asmf75007,30,4010,3,20174,6278.121395944986,0.0,0.6300932538015627,3.784005345291103,6149.6
TC0008_AddNewGoals:/home,30,1033,16,12297,2364.119920816201,0.0,0.6942515967786727,0.8124913218550402,1198.4
TC0006_AddNewOrg:/,60,608,2,17339,2582.3331192719675,0.0,0.35106196243637,0.6099530180358084,1779.15
TC0007_UpdatePlanSegment:/plan,150,1086,4,76372,6637.169225656372,0.0,0.6812112844919981,2.173778027586786,3267.633333333333
TC0003_PlannerC:/,60,1497,3,22427,3701.193761590081,0.0,0.26395322748808914,0.8809782656513266,3417.733333333333
TC0012_UpdateAgent:/home,30,2264,5,16198,3547.9156198471737,0.0,0.5782463715040188,2.527286753580309,4475.5
TC0001_PlannerA:/home,30,816,3,6591,1533.154393906744,0.0,0.6938983207660637,1.436518603703104,2119.9
TC0002_PlannerB:/home,30,1164,5,13667,2695.7012742512848,0.0,0.5795421616922631,1.6698813145948035,2950.5333333333333
TC0007_UpdatePlanSegment:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:name::IBehaviorListener:0:-1&random=0.3922618456124106,30,2040,5,57912,10377.536065088969,0.0,0.15155342258145996,0.1003745421823693,678.2
TC0008_AddNewGoals:/plan,240,336,4,7278,909.5001990466919,0.0,5.482456140350877,1.3311285721628288,248.625
TC0003_PlannerC:/home,30,1613,12,12311,2842.24262022478,0.0,0.5869463139771481,2.5913526911488494,4520.933333333333
TC0006_AddNewOrg:/home,30,1091,5,15838,3000.1210197812575,0.0,0.7473655364838943,1.6135261873769962,2210.766666666667
TC0010_AddFlow:/plan,450,2015,4,72832,7983.549305473934,0.0,2.077571918614583,17.82737952679837,8786.813333333334
TC0002_PlannerB:/plan,510,970,3,77512,5874.376635768099,0.0,2.21612907430985,6.021150215801001,2782.1745098039214
TC0004_UpdatePlanDetails:/login.do,30,19329,2055,28785,6634.572075374061,0.26666666666666666,1.0372726644077173,17.328328672809626,17106.6
TC0001_PlannerA:/plan,750,528,4,69467,3188.3730530828557,0.0,3.243411550004757,3.0837115398961243,973.58
