sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
TC0004_UpdatePlanDetails:/login.html,60,134,2,580,168.64497225433868,0.0,4.23998304006784,6.090835011659953,1471.0
TC0005_AddNewEvents:/login.html,60,218,3,737,247.24665765632147,0.0,1.0183990766515039,1.4629541423382444,1471.0
TC0006_AddNewOrg:/login.html,60,326,3,1114,309.699045669968,0.0,1.1105969458583989,1.5953985423415087,1471.0
TC0008_AddNewGoals:/login.html,60,315,2,815,330.6538887820112,0.0,0.9169544884922212,1.3172266138398998,1471.0
TC0009_UpdateSameTask:/login.html,60,1306,2,6884,2637.6008532060596,0.0,0.9326038298930615,1.339707259543646,1471.0
TC0010_AddFlow:/login.html,90,461,2,9020,1522.5480032571131,0.0,1.3289821473398207,1.9091140026727307,1471.0
TC0007_UpdatePlanSegment:/login.html,60,288,2,887,279.30153160259533,0.0,0.9633602003789217,1.3838895065990175,1471.0
TC0011_UpdatePhase:/login.html,60,167,2,427,192.19859231765693,0.0,0.9248412355878907,1.328556110888464,1471.0
TC0012_UpdateAgent:/login.html,60,1552,2,9122,3262.2959455556584,0.0,0.9144529285355036,1.3136330643317635,1471.0
TC0013_UpdatePhase:/login.html,90,1537,2,9191,3376.940217869089,0.0,1.6956177700742305,2.4357946677531177,1471.0
TC0009_UpdateSameTask:/login.do,30,7091,67,12765,3136.301501237829,0.0,2.2026431718061676,44.9089688876652,20878.0
TC0006_AddNewOrg:/login.do,30,7226,195,10955,2362.4698161505107,0.0,2.5967281225655676,55.05063619839002,21708.8
TC0014_UpdateTransmissionMedia:/login.html,60,2317,1,9151,3829.3103933853276,0.0,0.9134783733995098,1.3122330930377721,1471.0
TC0006_AddNewOrg:/,60,420,2,6440,1272.3537501636704,0.0,1.1250070312939457,4.167085370455441,3792.95
TC0015_UpdateOrg:/login.html,60,561,3,9092,1954.6478923467407,0.0,0.922863954472045,1.3257157002230255,1471.0
TC0009_UpdateSameTask:/;jsessionid=1565r9oy88ew89gf57ypx1c4,30,641,2,3537,1192.1847083773926,0.0,2.026890074994933,10.546492318931152,5328.166666666667
TC0008_AddNewGoals:/login.do,30,4449,76,12896,3596.2101973234735,0.0,2.184837229626393,35.682829910421674,16724.0
TC0015_UpdateOrg:/login.do,30,4885,50,12525,4626.579865300068,0.0,2.2525904790509084,44.09973813635681,20047.2
TC0015_UpdateOrg:/;jsessionid=1h91r9vfjoebukjamk1rbmrdv,30,2423,3,10463,2657.7386212509477,0.0,2.081309837657833,15.996207571631746,7870.1
TC0008_AddNewGoals:/;jsessionid=v4qj4t58e12cxtomr3byrdrp,30,1627,2,11418,2802.275623885385,0.0,2.311960542540074,8.784998506858816,3891.0
TC0016_UpdateRoles:/login.html,60,25,2,84,23.911009783965397,0.0,0.9454923651491514,1.358221942514064,1471.0
TC0013_UpdatePhase:/login.do,30,4365,62,11034,3475.618637339578,0.0,2.2218930528810543,45.30137606928603,20877.966666666667
TC0005_AddNewEvents:/login.do,30,7956,460,12728,2969.5098527459973,0.0,2.30361667818475,48.836673577516706,21708.8
TC0011_UpdatePhase:/login.do,30,9331,179,12859,4461.462655527522,0.0,2.2424876663178352,47.54073852593811,21708.8
TC0012_UpdateAgent:/login.do,30,6883,48,12718,4862.708180176511,0.0,2.273243919072516,48.19277108433735,21708.8
TC0005_AddNewEvents:/,60,317,1,4593,884.5025475750008,0.0,1.038277843150827,3.0020661458693847,2960.7833333333333
TC0007_UpdatePlanSegment:/login.do,30,7679,343,11049,2415.6282617341794,0.0,2.6797677534613666,58.98594517641804,22539.866666666665
TC0009_UpdateSameTask:/home,30,511,5,5659,1118.4250931058766,0.0,1.9573302016050107,11.834584189665296,6191.4
TC0013_UpdatePhase:/;jsessionid=h8qtame2iq6717ohsf8532rus,30,1199,2,4863,1525.6302173200427,0.0,2.240980055277508,28.05084048423844,12817.633333333333
TC0008_AddNewGoals:/home,30,1094,2,5873,1800.2341640896486,0.0,2.0868113522537564,4.323272620165554,2121.4333333333334
TC0005_AddNewEvents:/home,30,727,5,5871,1457.9498410058177,0.0,1.971479266609713,10.405457301044883,5404.666666666667
TC0008_AddNewGoals:/plan,240,340,3,20455,1657.1590886160081,0.0,3.727460512215199,8.592284860492025,2360.454166666667
TC0004_UpdatePlanDetails:/login.do,30,7334,1237,12760,3257.1329082833317,0.0,2.286933983839,48.483670457577375,21709.1
TC0010_AddFlow:/login.do,30,7348,167,12917,4804.153090353758,0.0,2.226510316164465,49.00902896318836,22539.866666666665
TC0014_UpdateTransmissionMedia:/login.do,30,4776,99,12633,3925.3747416294186,0.0,2.237303303751212,51.061786859571924,23370.666666666668
TC0015_UpdateOrg:/home,30,902,3,5871,1614.4169036803626,0.0,1.9887305270135895,13.375895964534305,6887.266666666666
TC0004_UpdatePlanDetails:/;jsessionid=1vunvdm5lq1v614sgl9t7lzpr4,30,942,2,8194,1903.2206668346862,0.0,2.4129333226091854,6.565425053285611,2786.233333333333
TC0012_UpdateAgent:/;jsessionid=itcq1im3tufzyl1asmf75007,30,1800,3,5871,1459.5001107685239,0.0,2.086230876216968,34.498326668984696,16933.066666666666
TC0011_UpdatePhase:/;jsessionid=mldfyrsyazh01a9zwmz394xpw,30,1598,3,10552,2802.8353273466178,0.0,2.1117837533436576,14.326857929747995,6947.066666666667
TC0007_UpdatePlanSegment:/;jsessionid=1xt36437vclwczwcyw7iqm4eq,30,798,2,7344,1675.7168485954503,0.0,2.3180343069077423,11.85593054589708,5237.4
TC0013_UpdatePhase:/home,30,803,5,3673,966.7917556996898,0.0,2.0100502512562817,26.052070247068677,13271.966666666667
TC0008_AddNewGoals:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:goalsDiv:goal:0:category::IBehaviorListener:0:-1&random=0.7321752379604155,30,30,4,192,42.05388078273977,0.0,0.6588483331137173,0.04750485214345324,73.83333333333333
TC0014_UpdateTransmissionMedia:/;jsessionid=1gcji50fzeuhtuc0ifb6k099k,30,2128,2,7200,1560.0374942075377,0.0,2.099370188943317,41.354039100769775,20171.066666666666
TC0005_AddNewEvents:/plan,270,699,3,19222,2356.8170957862635,0.0,4.686035613870665,35.965221642976154,7859.177777777778
TC0010_AddFlow:/;jsessionid=n2q7y7rm3mcn1ij525zgqo2at,30,2811,2,11964,3723.5416427852065,0.0,2.100252030243629,20.982898807231866,10230.433333333332
TC0015_UpdateOrg:/plan,360,872,3,20675,2846.4953483230374,0.0,5.578800557880055,60.87124568998915,11173.038888888888
TC0004_UpdatePlanDetails:/home,30,376,6,4185,839.2389469036813,0.0,2.420916720464816,3.1554663543011623,1334.7
TC0004_UpdatePlanDetails:/plan,150,70,3,2903,245.39508244642738,0.0,11.980830670926517,4.1347905850638975,353.4
TC0004_UpdatePlanDetails:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:name::IBehaviorListener:0:-1&random=0.005395617343375569,30,62,5,433,103.61617741560543,0.0,2.4199403081390662,0.1748784988303622,74.0
TC0004_UpdatePlanDetails:/logout,30,58,8,285,67.67014769371269,0.0,2.398464982411257,3.4454511612567957,1471.0
TC0004_UpdatePlanDetails:/,30,28,5,107,27.35803761643408,0.0,2.3860653781913626,3.427638839179193,1471.0
TC0016_UpdateRoles:/login.do,30,11347,1014,12917,3350.819621127542,0.0,2.309291047648372,56.451341313216844,25032.0
TC0008_AddNewGoals:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:goalsDiv:goal:0:organization:name::IBehaviorListener:0:-1&random=0.047894925781012065,30,418,4,11883,2129.2160487424057,0.0,0.5414185165132648,2.625615440579318,4965.9
TC0008_AddNewGoals:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:goalsDiv:goal:0:endsWithSegment::IBehaviorListener:0:-1&random=0.14848660448390094,30,44,4,563,100.59708411943824,0.0,0.5025041456592017,0.32878689217936047,670.0
TC0008_AddNewGoals:/logout,30,63,8,421,85.1046153598943,0.0,0.48166463297154966,0.6919225342784664,1471.0
TC0008_AddNewGoals:/,30,90,5,679,188.48213590564905,0.0,0.4818270883189053,0.6921559051924899,1471.0
TC0006_AddNewOrg:/home,30,975,6,9137,1798.5720768308274,0.0,2.042066571370227,13.91583282281669,6978.133333333333
TC0006_AddNewOrg:/plan,330,780,4,21734,2756.0994197476834,0.0,6.5338771631093335,52.962418759652316,8300.357575757576
TC0006_AddNewOrg:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:tabs:panel:newInvolvedContainer:newInvolved::IBehaviorListener:0:-1&random=0.12481855407133524,30,42,4,287,59.461883215683265,0.0,0.6055468087683178,0.24170621644261434,408.73333333333335
TC0006_AddNewOrg:/logout,30,47,8,280,57.365920971330084,0.0,0.5947188962017287,0.8543276331179129,1471.0
TC0015_UpdateOrg:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.8394454578606031,30,65,4,1137,209.4262532624684,0.0,0.5213854950555276,0.4329264716105598,850.2666666666667
TC0015_UpdateOrg:/logout,30,55,7,579,105.18217001416585,0.0,0.486357667428627,0.6986641882690531,1471.0
TC0015_UpdateOrg:/,30,71,4,682,167.1041458359294,0.0,0.48642075395216866,0.698754813538711,1471.0
TC0012_UpdateAgent:/home,30,1166,6,4858,1120.7965599915485,0.0,1.9896538002387585,33.43097662985807,17205.666666666668
TC0012_UpdateAgent:/plan,210,3805,4,23642,6318.2018373151195,0.0,3.394378263048152,140.1059935021902,42266.514285714286
TC0012_UpdateAgent:/plan?wicket:interface=:1:indicator:big-form:segment:part:actor:name::IBehaviorListener:0:-1&random=0.9527071632814981,30,111,5,654,164.28206096697093,0.0,0.5660163767405003,0.01363450907512924,24.666666666666668
TC0012_UpdateAgent:/logout,30,23,7,102,21.417568074415502,0.0,0.4848171431341812,0.6964511890140436,1471.0
TC0012_UpdateAgent:/,30,14,5,101,17.445024760340377,0.0,0.4847388065730582,0.6963386567079771,1471.0
TC0007_UpdatePlanSegment:/home,30,529,6,5873,1266.7873631092684,0.0,2.1178962230850686,11.084484204024003,5359.333333333333
TC0007_UpdatePlanSegment:/plan,150,1243,3,21316,3925.6248431159197,0.0,2.635740643120717,36.574590773809526,14209.433333333332
TC0007_UpdatePlanSegment:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:name::IBehaviorListener:0:-1&random=0.3922618456124106,30,217,4,2612,609.7943451142634,0.0,0.6809978889065444,0.6916163130206797,1039.9666666666667
TC0007_UpdatePlanSegment:/logout,30,44,7,181,49.36130963506629,0.0,0.5276673584972034,0.7580065276849475,1471.0
TC0007_UpdatePlanSegment:/,30,29,4,372,65.88005936717288,0.0,0.527648796960743,0.7579798636027859,1471.0
TC0014_UpdateTransmissionMedia:/home,30,1319,5,5055,1373.6525907229966,0.0,2.015045674368619,40.050607032509404,20352.8
TC0014_UpdateTransmissionMedia:/plan,300,3615,3,30748,6596.190798988122,0.0,5.002584668745518,201.3138591657773,41207.776666666665
TC0014_UpdateTransmissionMedia:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.6374102989115448,30,816,5,9237,1879.4330590189513,0.0,0.5481955230698949,0.2323406806761078,434.0
TC0005_AddNewEvents:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:incidents:eventsDiv:event:1:name-container:name-input::IBehaviorListener:0:-1&random=0.09016340483185992,30,421,4,4898,1117.7622033927134,0.0,0.6608220626459316,0.09378854795365434,145.33333333333334
TC0014_UpdateTransmissionMedia:/logout,30,17,7,79,13.222035479540288,0.0,0.5009852710330317,0.7196770836812398,1471.0
TC0005_AddNewEvents:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:incidents:eventsDiv:event:1:confirmed::IBehaviorListener:1:-1&random=0.25871927449742615,30,132,4,2607,466.0340044817903,0.0,0.6458835687220117,0.43212386028461935,685.1
TC0014_UpdateTransmissionMedia:/,30,13,5,88,15.566488221675291,0.0,0.501002004008016,0.7197011209919839,1471.0
TC0005_AddNewEvents:/segment.png,30,111,4,620,151.72395987450366,0.0,0.5749880210828942,1.0867123862002876,1935.3333333333333
TC0005_AddNewEvents:/logout,30,98,7,727,163.44155938234724,0.0,0.5738222298731852,0.8243090821713434,1471.0
TC0010_AddFlow:/home,30,560,4,5474,1082.109092877834,0.0,2.002002002002002,16.452780905905907,8415.4
TC0010_AddFlow:/plan,450,990,3,33249,4066.9670403707146,0.0,7.334006975455523,120.99624972497475,16893.924444444445
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:name::IBehaviorListener:0:-1&random=0.9942259558057822,30,353,4,8903,1593.3573014236324,0.0,0.5032965926820676,0.495465350126663,1008.0666666666667
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:intent::IBehaviorListener:0:-1&random=0.37325538123256385,30,239,5,6280,1122.8872155692613,0.0,0.502647275651766,0.40386857763387174,822.7666666666667
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:other:firstChoice::IBehaviorListener:0:-1&random=0.7691024521234556,30,41,4,672,118.89016873662104,0.0,0.49286981665242824,0.06542718464546231,135.93333333333334
TC0011_UpdatePhase:/home,60,339,5,5849,871.498048700563,0.0,0.9356141527234169,6.367323334606808,6968.833333333333
TC0011_UpdatePhase:/plan,300,1050,4,20620,3563.8196646606884,0.0,5.139274334463974,54.1198209765906,10783.37
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:other:secondChoice:secondChoice-input::IBehaviorListener:0:-1&random=0.829941064898804,30,40,4,255,59.441810948934666,0.0,0.49290220820189273,0.03776991530297056,78.46666666666667
TC0011_UpdatePhase:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.5996661214385959,30,47,5,464,91.09618847984561,0.0,0.5905395563079467,0.13661994227475838,236.9
TC0010_AddFlow:/logout,30,24,7,130,31.62165221630408,0.0,0.49100639945007285,0.7053422007725167,1471.0
TC0010_AddFlow:/,30,37,4,403,95.24030426009546,0.0,0.4910385465259023,0.7053883808003928,1471.0
TC0009_UpdateSameTask:/plan,240,1043,3,22198,3626.685550653099,0.0,3.785309843382805,44.87138571913001,12138.583333333334
TC0011_UpdatePhase:/logout,30,30,9,106,26.48261484236194,0.0,0.5130660829114789,0.7370314530886578,1471.0
TC0011_UpdatePhase:/,30,15,5,86,18.306525855248694,0.0,0.5131713992473486,0.7371827424734861,1471.0
TC0009_UpdateSameTask:/plan?wicket:interface=:1:indicator:big-form:segment:part:task::IBehaviorListener:0:-1&random=0.7455206658306013,30,648,6,18256,3270.1591345920087,0.0,0.5892983421073309,2.473767783305178,4298.566666666667
TC0009_UpdateSameTask:/logout,30,88,8,1788,316.6141640686482,0.0,0.5214217432866951,0.7490345550534457,1471.0
TC0009_UpdateSameTask:/,30,53,5,585,107.19374463507135,0.0,0.5217935784603611,0.7495687049953038,1471.0
TC0013_UpdatePhase:/plan,390,1056,4,24103,3373.613132817856,0.0,7.443458345261953,91.90395299527626,12643.26923076923
TC0013_UpdatePhase:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:indexed::IBehaviorListener:0:-1&random=0.8376628133096905,30,2394,5,6982,2378.168923072259,0.0,0.922736220472441,0.07298987681471457,81.0
TC0013_UpdatePhase:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.1660776531605097,30,57,4,210,46.82686788111666,0.0,0.653580532014553,0.05201837242108015,81.5
TC0013_UpdatePhase:/logout,30,105,6,766,188.77634032544086,0.0,0.6468723720809885,0.9292473235655605,1471.0
TC0013_UpdatePhase:/,30,47,5,411,81.03799520389597,0.0,0.6468584242528785,0.9292272871835784,1471.0
TC0016_UpdateRoles:/;jsessionid=18gm35ru9lkeg4xl9oyg8vli,30,1342,2,11746,3376.2548786422444,0.0,2.277385561375541,13.195418066309877,5933.166666666667
TC0016_UpdateRoles:/home,30,117,6,967,279.52375371135975,0.0,8.496176720475786,37.18432499645993,4481.633333333333
TC0016_UpdateRoles:/plan,150,1181,4,21687,4270.18114242892,0.0,2.8828967346389653,29.076021836741557,10327.753333333334
TC0016_UpdateRoles:/plan?wicket:interface=:1:indicator:big-form:segment:part:role:name::IBehaviorListener:0:-1&random=0.04610376036565511,30,26,5,410,71.71365901199638,0.0,0.6605310669778501,0.04136919833546171,64.13333333333334
TC0016_UpdateRoles:/logout,30,17,9,41,8.487179874506154,0.0,0.5775561673372736,0.8296729708526654,1471.0
TC0016_UpdateRoles:/,30,14,5,80,14.39891971256486,0.0,0.577689626619938,0.8298646882401649,1471.0
TOTAL,6990,1278,1,33249,3511.1435449017713,0.0,102.59044543920157,1018.5697512291773,10166.78912732475
